"model_name","seed","training_status","training_dataset","num_training_samples","generation_strategy","prompt_type","explanation_type","response_type","response_format","evaluation_dataset","label_accuracy","misclassification_rate","combined_accuracy","malformed_label","malformed_domain","total_predictions","correct_predictions","conditional_accuracy","wrong_predictions","correct_label_and_domain","Constitutional_Law_accuracy","Contracts_accuracy","Criminal_Law_accuracy","Evidence_accuracy","Real_Property_accuracy","Torts_accuracy","Civil_Procedure_accuracy","correct_domain_wrong_label","correct_label_wrong_domain","both_wrong"
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","few_shot","unstructured","answer_first","json","test_set_1",0.37,0.63,0.34,0,11,99,37,0.37,63,34,0.14,0.29,0.54,0.2,0.36,0.46,0.44,54,3,8
"llama3","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","fact_first","json","test_set_1",0.57,0.43,0.54,0,6,99,56,0.56,44,53,0.64,0.43,0.54,0.47,0.5,0.69,0.5,40,3,3
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","fact_first","json","test_set_1",0.32,0.68,0.28,3,15,99,32,0.33,65,28,0.21,0.29,0.31,0.13,0.43,0.38,0.25,56,4,11
"llama2","seed_989","untrained","all_domains_0_samples",0,"greedy","zero_shot","structured","fact_first","json","test_set_2",0.17,0.83,0,38,100,100,17,0.27,45,0,0,0,0,0,0,0,0,0,17,83
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","answer_first","json","test_set_1",0.46,0.54,0.45,0,8,99,46,0.46,54,45,0.5,0.29,0.54,0.53,0.5,0.62,0.25,46,1,7
"llama2","seed_206","untrained","all_domains_0_samples",0,"temp_025","few_shot","unstructured","answer_first","json","test_set_2",0.31,0.69,0.21,0,28,100,31,0.31,69,21,0.21,0.47,0.29,0.07,0.07,0.14,0.23,51,10,18
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","answer_first","json","test_set_1",0.4,0.6,0.37,0,11,99,40,0.4,60,37,0.43,0.36,0.38,0.2,0.36,0.38,0.5,51,3,8
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","answer_first","json","test_set_1",0.48,0.52,0.42,0,13,99,48,0.48,52,42,0.5,0.21,0.54,0.53,0.36,0.46,0.38,44,6,7
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","answer_first","json","test_set_1",0.52,0.48,0.48,0,6,99,51,0.51,49,48,0.57,0.43,0.62,0.4,0.43,0.46,0.5,45,3,3
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_025","few_shot","structured","fact_first","json","test_set_1",0.08,0.92,0.07,72,37,99,8,0.29,20,7,0,0,0.15,0.13,0.14,0,0.06,55,1,36
"llama2","seed_206","untrained","all_domains_0_samples",0,"greedy","few_shot","structured","answer_first","json","test_set_2",0.32,0.68,0.13,0,45,100,32,0.32,68,13,0.36,0,0.29,0.07,0,0.07,0.15,42,19,26
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_025","zero_shot","unstructured","answer_first","json","test_set_2",0.29,0.71,0.04,0,89,100,29,0.29,71,4,0,0.13,0,0.07,0,0.07,0,7,25,64
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","fact_first","json","test_set_1",0.33,0.67,0.29,4,11,99,33,0.34,63,29,0.29,0.29,0.46,0.27,0.14,0.31,0.31,59,4,7
"llama2","seed_206","untrained","all_domains_0_samples",0,"greedy","few_shot","structured","fact_first","json","test_set_2",0.16,0.84,0.06,26,47,100,16,0.22,58,6,0.14,0,0.14,0.07,0,0.07,0,47,10,37
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","fact_first","json","test_set_1",0.44,0.56,0.43,3,6,99,44,0.45,53,43,0.57,0.29,0.54,0.53,0.36,0.46,0.31,50,1,5
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","answer_first","json","test_set_1",0.31,0.69,0.26,0,14,99,31,0.31,69,26,0.14,0.43,0.38,0.07,0.21,0.38,0.25,59,5,9
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","structured","answer_first","json","test_set_2",0.26,0.74,0.22,17,32,100,26,0.31,57,22,0.43,0.2,0.21,0.4,0,0.07,0.23,46,4,28
"llama2","seed_206","untrained","all_domains_0_samples",0,"greedy","few_shot","unstructured","fact_first","json","test_set_2",0.06,0.94,0.04,77,30,100,6,0.26,17,4,0.07,0.2,0,0,0,0,0,66,2,28
"llama3","seed_989","trained","all_domains_10_samples",10,"greedy","few_shot","structured","fact_first","json","test_set_1",0.47,0.53,0.43,1,10,99,47,0.47,52,43,0.71,0.36,0.54,0.4,0.29,0.46,0.31,46,4,6
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","fact_first","json","test_set_1",0.41,0.59,0.39,6,6,99,41,0.44,53,39,0.36,0.29,0.77,0.47,0.43,0.31,0.19,54,2,4
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","fact_first","json","test_set_1",0.33,0.67,0.31,3,11,99,33,0.34,64,31,0.29,0.36,0.38,0.13,0.43,0.23,0.38,57,2,9
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","answer_first","json","test_set_1",0.36,0.64,0.33,0,12,99,36,0.36,64,33,0.21,0.29,0.54,0.2,0.43,0.31,0.38,54,3,9
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","zero_shot","structured","answer_first","json","test_set_2",0.29,0.71,0,4,100,100,29,0.3,67,0,0,0,0,0,0,0,0,0,29,71
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","fact_first","json","test_set_1",0.55,0.45,0.53,1,6,99,54,0.55,45,52,0.64,0.43,0.54,0.53,0.64,0.38,0.5,41,2,4
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","answer_first","json","test_set_2",0.34,0.66,0.31,0,14,100,34,0.34,66,31,0.5,0.47,0.36,0.27,0.07,0.21,0.31,55,3,11
"llama3","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","answer_first","json","test_set_2",0.54,0.46,0.47,0,11,100,54,0.54,46,47,0.57,0.2,0.64,0.33,0.47,0.57,0.54,42,7,4
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","answer_first","json","test_set_1",0.45,0.55,0.4,0,10,99,45,0.45,55,40,0.5,0.21,0.46,0.4,0.43,0.46,0.38,49,5,5
"llama2","seed_989","untrained","all_domains_0_samples",0,"greedy","zero_shot","unstructured","fact_first","json","test_set_2",0.15,0.85,0,50,100,100,15,0.3,35,0,0,0,0,0,0,0,0,0,15,85
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","fact_first","json","test_set_1",0.44,0.56,0.38,1,16,99,44,0.44,55,38,0.36,0.36,0.46,0.13,0.43,0.31,0.63,45,6,10
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","answer_first","json","test_set_1",0.53,0.47,0.49,0,6,99,52,0.52,48,49,0.57,0.43,0.62,0.4,0.43,0.46,0.56,44,3,3
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","fact_first","json","test_set_1",0.36,0.64,0.33,2,12,99,36,0.37,62,33,0.29,0.43,0.54,0.27,0.21,0.38,0.25,54,3,9
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_025","zero_shot","structured","fact_first","json","test_set_2",0.21,0.79,0.01,24,92,100,21,0.28,55,1,0,0,0,0,0,0.07,0,7,20,72
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","fact_first","json","test_set_1",0.41,0.59,0.38,5,6,99,41,0.43,54,38,0.5,0.21,0.54,0.47,0.43,0.46,0.13,55,3,3
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","answer_first","json","test_set_2",0.33,0.67,0.3,0,12,100,33,0.33,67,30,0.5,0.47,0.36,0.27,0.07,0.14,0.31,58,3,9
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","fact_first","json","test_set_1",0.49,0.51,0.45,7,6,99,49,0.53,44,45,0.5,0.36,0.85,0.6,0.43,0.23,0.25,48,4,2
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","answer_first","json","test_set_2",0.54,0.46,0.47,0,10,100,54,0.54,46,47,0.57,0.2,0.64,0.33,0.47,0.57,0.54,43,7,3
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","fact_first","json","test_set_1",0.37,0.63,0.35,1,11,99,37,0.37,62,35,0.14,0.5,0.46,0.33,0.36,0.23,0.44,53,2,9
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","answer_first","json","test_set_1",0.36,0.64,0.3,0,15,99,36,0.36,64,30,0.21,0.5,0.46,0.07,0.21,0.46,0.25,54,6,9
"llama3","seed_206","trained","all_domains_10_samples",10,"greedy","few_shot","unstructured","answer_first","json","test_set_2",0.59,0.41,0.49,0,17,100,59,0.59,41,49,0.64,0.33,0.57,0.4,0.47,0.71,0.31,34,10,7
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","answer_first","json","test_set_1",0.39,0.61,0.36,0,11,99,39,0.39,61,36,0.07,0.43,0.54,0.2,0.43,0.46,0.44,52,3,8
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","fact_first","json","test_set_1",0.51,0.49,0.45,0,6,99,50,0.5,50,45,0.64,0.29,0.54,0.53,0.36,0.46,0.38,48,5,1
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","few_shot","structured","fact_first","json","test_set_1",0.54,0.46,0.48,0,10,99,53,0.53,47,48,0.71,0.36,0.62,0.4,0.57,0.46,0.31,41,5,5
"llama3","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","answer_first","json","test_set_2",0.54,0.46,0.47,0,11,100,54,0.54,46,47,0.5,0.33,0.57,0.27,0.33,0.71,0.62,42,7,4
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","fact_first","json","test_set_1",0.32,0.68,0.3,2,11,99,32,0.33,66,30,0.29,0.21,0.46,0.33,0.29,0.23,0.31,58,2,9
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","zero_shot","unstructured","answer_first","json","test_set_2",0.31,0.69,0,3,100,100,31,0.32,66,0,0,0,0,0,0,0,0,0,31,69
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","structured","fact_first","json","test_set_1",0.35,0.65,0.33,2,17,99,35,0.36,63,33,0.36,0.43,0.38,0.2,0.29,0.23,0.44,49,2,15
"llama2","seed_206","trained","all_domains_1_samples",1,"temp_06","few_shot","unstructured","answer_first","json","test_set_2",0.29,0.71,0.2,0,27,100,29,0.29,71,20,0.21,0.4,0.29,0.33,0.07,0.07,0,53,9,18
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","zero_shot","structured","answer_first","json","test_set_2",0.24,0.76,0.05,13,84,100,24,0.28,63,5,0.14,0,0,0,0.07,0.14,0,11,19,65
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","few_shot","structured","fact_first","json","test_set_1",0.11,0.89,0.08,73,37,99,11,0.41,16,8,0.07,0.21,0,0.13,0.14,0,0,54,3,34
"llama3","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","fact_first","json","test_set_1",0.48,0.52,0.46,2,7,99,48,0.49,50,46,0.64,0.36,0.54,0.53,0.43,0.46,0.31,46,2,5
"llama2","seed_206","trained","all_domains_1_samples",1,"temp_025","few_shot","structured","answer_first","json","test_set_2",0.21,0.79,0.1,0,53,100,21,0.21,79,10,0.21,0,0.21,0.07,0.07,0.14,0,37,11,42
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_025","zero_shot","unstructured","fact_first","json","test_set_2",0.1,0.9,0.01,61,71,100,10,0.26,29,1,0.07,0,0,0,0,0,0,28,9,62
"llama2","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","answer_first","json","test_set_2",0.35,0.65,0.33,0,13,100,35,0.35,65,33,0.57,0.47,0.43,0.27,0,0.21,0.38,54,2,11
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_06","zero_shot","unstructured","answer_first","json","test_set_2",0.54,0.46,0.48,0,9,100,54,0.54,46,48,0.57,0.2,0.71,0.33,0.47,0.57,0.54,43,6,3
"llama3","seed_206","trained","all_domains_10_samples",10,"greedy","few_shot","unstructured","fact_first","json","test_set_2",0.52,0.48,0.44,5,12,100,52,0.55,43,44,0.64,0.4,0.43,0.4,0.33,0.36,0.54,44,8,4
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","answer_first","json","test_set_2",0.58,0.42,0.48,0,16,100,58,0.58,42,48,0.64,0.27,0.5,0.4,0.47,0.71,0.38,36,10,6
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","few_shot","unstructured","fact_first","json","test_set_2",0.32,0.68,0.27,4,15,100,32,0.33,64,27,0.43,0.2,0.36,0.33,0.2,0.21,0.15,58,5,10
"llama3","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","fact_first","json","test_set_1",0.57,0.43,0.54,0,6,99,56,0.56,44,53,0.64,0.43,0.54,0.47,0.5,0.69,0.5,40,3,3
"llama2","seed_206","trained","all_domains_1_samples",1,"temp_025","few_shot","structured","fact_first","json","test_set_2",0.36,0.64,0.13,14,54,100,36,0.42,50,13,0.21,0,0.57,0.07,0,0.07,0,33,23,31
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","few_shot","unstructured","answer_first","json","test_set_2",0.33,0.67,0.27,0,12,100,33,0.33,67,27,0.36,0.4,0.36,0.27,0.2,0,0.31,61,6,6
"llama2","seed_206","trained","all_domains_1_samples",1,"temp_025","few_shot","unstructured","fact_first","json","test_set_2",0.13,0.87,0.08,63,27,100,13,0.35,24,8,0.07,0.27,0.14,0.07,0,0,0,65,5,22
"llama2","seed_206","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","answer_first","json","test_set_2",0.38,0.62,0.31,0,14,100,38,0.38,62,31,0.36,0.53,0.29,0.27,0.13,0.36,0.23,55,7,7
"llama2","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","fact_first","json","test_set_1",0.28,0.72,0.25,3,11,99,28,0.29,69,25,0.43,0.14,0.46,0.07,0.07,0.31,0.31,63,3,8
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_06","few_shot","structured","fact_first","json","test_set_1",0.53,0.47,0.49,1,10,99,52,0.53,47,49,0.71,0.29,0.62,0.47,0.57,0.46,0.38,40,3,7
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","zero_shot","structured","answer_first","json","test_set_2",0.53,0.47,0.46,0,11,100,53,0.53,47,46,0.5,0.33,0.57,0.2,0.33,0.71,0.62,43,7,4
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_025","zero_shot","structured","fact_first","json","test_set_2",0.21,0.79,0,34,100,100,21,0.32,45,0,0,0,0,0,0,0,0,0,21,79
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","structured","fact_first","json","test_set_1",0.32,0.68,0.28,3,15,99,32,0.33,65,28,0.21,0.29,0.31,0.13,0.43,0.38,0.25,56,4,11
"llama3","seed_989","trained","all_domains_10_samples",10,"temp_025","zero_shot","unstructured","fact_first","json","test_set_1",0.49,0.51,0.47,3,6,99,49,0.51,48,47,0.64,0.29,0.46,0.6,0.5,0.54,0.31,46,2,4
"llama2","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","answer_first","json","test_set_2",0.34,0.66,0.31,0,14,100,34,0.34,66,31,0.5,0.47,0.36,0.27,0.07,0.21,0.31,55,3,11
"llama3","seed_989","trained","all_domains_10_samples",10,"greedy","zero_shot","unstructured","answer_first","json","test_set_2",0.54,0.46,0.47,0,11,100,54,0.54,46,47,0.57,0.2,0.64,0.33,0.47,0.57,0.54,42,7,4
"llama2","seed_989","trained","all_domains_1_samples",1,"temp_06","zero_shot","unstructured","answer_first","json","test_set_2",0.27,0.73,0.05,6,79,100,27,0.29,67,5,0,0.07,0.07,0.07,0.07,0.07,0,16,22,57
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_06","few_shot","unstructured","answer_first","json","test_set_2",0.55,0.45,0.47,0,14,100,55,0.55,45,47,0.64,0.2,0.57,0.47,0.4,0.71,0.31,39,8,6
"llama3","seed_206","trained","all_domains_10_samples",10,"temp_025","few_shot","unstructured","fact_first","json","test_set_2",0.5,0.5,0.43,6,12,100,50,0.53,44,43,0.5,0.33,0.5,0.33,0.4,0.43,0.54,45,7,5
"llama2","seed_989","untrained","all_domains_0_samples",0,"temp_06","zero_shot","structured","answer_first","json","test_set_2",0.23,0.77,0,6,100,100,23,0.24,71,0,0,0,0,0,0,0,0,0,23,77
